Genome	Domain	Phylum	Class	Order	Family	Genus	Species	GC Content	Genome Length
MGYG000000788	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	46.29	2895183
MGYG000000789	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035	60.08	2053989
MGYG000000790	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum_E	27.54	2081813
MGYG000000791	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp900551615	27.06	1608604
MGYG000000792	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Eubacterium_M	Eubacterium_M sp900540015	40.49	1373170
MGYG000000793	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	Succinivibrio sp900548485	36.29	1894833
MGYG000000794	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas sp900554895	39.62	2368186
MGYG000000795	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella		60.2	1972498
MGYG000000796	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Turicimonas	Turicimonas muris	44.2	2621918
MGYG000000797	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900544755	60	2093052
MGYG000000798	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900542945	59.83	2225766
MGYG000000801	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900542325	60.06	2156276
MGYG000000802	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900540855	59.85	2225126
MGYG000000803	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmoidaceae	Ureaplasma	Ureaplasma sp900544585	28.31	542109
MGYG000000805	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900546825	60.21	2084829
MGYG000000806	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp900541345	41.26	2686211
MGYG000000807	Bacteria	Firmicutes_A	Clostridia	Eubacteriales	Anaerofustaceae	Anaerofustis	Anaerofustis sp900549875	33.14	2221047
MGYG000000808	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp900556925	63.65	1884951
MGYG000000809	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA1691	UBA1691 sp900549825	54.5	2343519
MGYG000000810	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella sp900543805	62.16	2278510
MGYG000000811	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp003437035	59.7	2115809
MGYG000000812	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900549715	59.84	1921914
MGYG000000813	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag1	Zag1 sp000437435	30.6	1978596
MGYG000000814	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAG-521	CAG-521 sp900546995	48.19	1710044
MGYG000000815	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas capnocytophagoides	37.63	4510901
MGYG000000817	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	Catenibacterium sp900540665	33.87	2136964
MGYG000000818	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella		38.5	1248586
MGYG000000820	Bacteria	Firmicutes_A	Clostridia	Monoglobales_A	UBA9506	UBA9506	UBA9506 sp003506415	45.36	2712076
MGYG000000821	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella		66.45	2141919
MGYG000000822	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus farciminis_A	35.6	2370791
MGYG000000823	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900550375	57.89	2131500
MGYG000000824	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	CAG-485 sp900552315	56.73	2120674
MGYG000000825	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella sp900544535	52.61	2700478
MGYG000000826	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900550415	60.26	2075639
MGYG000000827	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035	59.93	2287148
MGYG000000829	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	UBA7748	UBA7748 sp900314535	59.74	2305677
MGYG000000830	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035	60.14	2260107
MGYG000000832	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035	59.75	2218408
MGYG000000833	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp003436275	59.8	2326911
MGYG000000835	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035	59.92	2188673
MGYG000000836	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA10281	UBA10281 sp000437515	45.4	1764500
MGYG000000837	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp900544105	57.37	2171635
MGYG000000838	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum sp900557315	59.17	1767761
MGYG000000839	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp900540255	26.81	2735655
MGYG000000840	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella		60	2579152
MGYG000000841	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp900544615	57.49	2174241
MGYG000000842	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900540845	62.35	1846287
MGYG000000843	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus sp900540605	53.36	2470970
MGYG000000844	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus apis	36.84	1387413
MGYG000000845	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp003469205	59.73	2267424
MGYG000000846	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900541685	60	2190850
MGYG000000847	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus sp900538365	50.3	2084328
MGYG000000850	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAG-521	CAG-521 sp900544345	45.74	1767218
MGYG000000851	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	UBA7173 sp900552325	55.27	2227060
MGYG000000852	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900545525	47.87	2918004
MGYG000000853	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900549175	51.6	3157276
MGYG000000854	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	Paraprevotella sp900548345	49.28	2733305
MGYG000000855	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900540875	59.93	2256268
MGYG000000856	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp003459505	60.05	2096757
MGYG000000857	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp900552555	26.96	1764654
MGYG000000858	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900542155	59.67	2197901
MGYG000000859	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	Faecalimonas sp900546325	43.99	2911374
MGYG000000860	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D		39.43	1828071
MGYG000000861	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella_B	Olsenella_B sp900548775	63.35	2145101
MGYG000000862	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella		59.9	2326547
MGYG000000863	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	CAG-312	UMGS1490	UMGS1490 sp900547395	45.86	2015892
MGYG000000864	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-632	CAG-632 sp900539185	44.87	2413963
MGYG000000865	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900554255	60.56	1614838
MGYG000000866	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	Prevotellamassilia sp900556465	62.66	1503128
MGYG000000867	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1409	UBA1409 sp002338885	49.07	1874565
MGYG000000868	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900544425	60.03	1947873
MGYG000000869	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	UBA11517 sp003522085	38.33	768550
MGYG000000870	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp004167605	55.9	3134704
MGYG000000872	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	UBA7173 sp900540205	53.18	2772884
MGYG000000873	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp900539765	52.75	2049752
MGYG000000874	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-267	CAG-267 sp900551865	46.16	1307174
MGYG000000875	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	CAG-1024	CAG-1024 sp000432015	57.68	1875451
MGYG000000876	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium		58.93	1718013
MGYG000000877	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	CAG-83 sp900545495	60.28	2052192
MGYG000000878	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900541145	60.5	2047179
MGYG000000879	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900541665	59.96	2269825
MGYG000000880	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900555355	60.18	1799935
MGYG000000881	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900545075	59.83	2142946
MGYG000000883	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp900555665	59.9	1720775
MGYG000000884	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-103	CAG-103 sp900317855	61.46	2163347
MGYG000000885	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900541785	59.88	2151266
MGYG000000886	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA2882	UBA2882 sp900542015	46.42	2937871
MGYG000000887	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-914	CAG-914 sp000437895	25.81	1303871
MGYG000000889	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-279	CAG-279 sp900541555	47.74	2172459
MGYG000000892	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	CAG-115 sp002492075	48.58	2629881
MGYG000000894	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-382	UMGS1307	UMGS1307 sp900550505	52.04	1390532
MGYG000000896	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900540895	60.27	2091469
MGYG000000897	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus_A		42.72	1739504
MGYG000000898	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	UBA5394	UBA5394 sp900542615	60.59	2143386
MGYG000000899	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	UMGS1241	UMGS1241 sp900549955	62.89	1597492
MGYG000000900	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	UMGS902	UMGS902 sp900546635	51.07	2178918
MGYG000000901	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus fermentans	57.07	2058329
MGYG000000902	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium neonatale	28.45	4770522
MGYG000000903	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp900553985	26.12	1712909
MGYG000000904	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900553415	60.08	1807375
MGYG000000905	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900555555	60.86	802447
MGYG000000906	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900552075	46.23	2359165
MGYG000000907	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900551665	62.99	1602935
MGYG000000908	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Beduini	Beduini sp900550005	30.07	1980396
MGYG000000909	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	UBA9502 sp900538475	46.22	3035568
MGYG000000910	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	An92	An92 sp900199495	63.13	1136343
MGYG000000911	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia_A	Slackia_A sp900553775	62.43	2030892
MGYG000000913	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp900556555	40.78	2138636
MGYG000000914	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_A	Fusobacterium_A sp900015295	28.47	1959286
MGYG000000915	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium nigeriense	27.83	3503945
MGYG000000916	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus porci	52.08	1647230
MGYG000000917	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium sp900551745	42.82	1546935
MGYG000000918	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella sp900545275	61.28	2489541
MGYG000000919	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Cellulosilyticaceae	Niameybacter	Niameybacter sp900551325	33.38	4175004
MGYG000000920	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger sp900548355	60.86	2473301
MGYG000000921	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp900546705	61.41	2037614
MGYG000000922	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UMGS416	UMGS416	UMGS416 sp900542005	60.27	2901170
MGYG000000923	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900552645	36.35	2732014
MGYG000000924	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	An172	An172 sp002160515	40.38	2081481
MGYG000000925	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900544115	59.59	947873
MGYG000000926	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp900549845	38.73	1658618
MGYG000000927	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A sp900545025	45.3	1752526
MGYG000000928	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp003437035	60.28	1843164
MGYG000000929	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp000437855	27.69	1183274
MGYG000000930	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Absicoccus	Absicoccus porci	38.08	1894829
MGYG000000931	Bacteria	Firmicutes	Bacilli	ML615J-28	CAG-313	UMGS75	UMGS75 sp900538885	30.02	1690546
MGYG000000932	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS577	UMGS577 sp900543525	57.94	1983140
MGYG000000933	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-314	CAG-314	CAG-314 sp000437915	48.69	1540789
MGYG000000934	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella		60.15	1650668
MGYG000000935	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1532	UMGS1532 sp900552605	43.94	1747376
MGYG000000936	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900544235	60.06	2104086
MGYG000000937	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS403	UMGS403 sp900541975	45.84	2265948
MGYG000000938	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA5446	UBA5446 sp900546485	59.82	2716766
MGYG000000939	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	UMGS1241	UMGS1241 sp900540495	63.16	1952721
MGYG000000940	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900548935	59.94	1957495
MGYG000000941	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-1031	CAG-1031 sp000431215	54.07	2489616
MGYG000000942	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-314	UMGS692	UMGS692 sp900544545	48.29	1713288
MGYG000000943	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp900555015	36.21	1209559
MGYG000000944	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CAG-1427	CAG-1427 sp900538545	54.53	1785315
MGYG000000945	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-245	CAG-245 sp900552135	29.83	1468207
MGYG000000946	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900552685	59.87	1127007
MGYG000000947	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900553935	59.56	1628537
MGYG000000948	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UMGS1994	UMGS1994 sp900553945	28.66	1605952
MGYG000000949	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900551195	60.25	1666180
MGYG000000950	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp900553125	27.62	1578561
MGYG000000951	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	GCA-900066495	GCA-900066495 sp900545985	27.53	3022567
MGYG000000952	Bacteria	Firmicutes	Bacilli	RFN20	CAG-826	UBA4855	UBA4855 sp900540365	26.99	1290735
MGYG000000953	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_A	Fusobacterium_A sp900549465	29.87	1995240
MGYG000000955	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900557505	59.89	1478705
MGYG000000956	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella sp900538705	44.87	2507716
MGYG000000958	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-776	CAG-776 sp000438195	27.53	1304133
MGYG000000959	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	Ruminococcus sp900752785	42.04	2365658
MGYG000000960	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	UBA11517 sp900555365	34.62	778564
MGYG000000962	Bacteria	Proteobacteria	Alphaproteobacteria	Rs-D84	Rs-D84	Rs-D84	Rs-D84 sp900546185	45.11	1002062
MGYG000000963	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	CAG-617	CAG-617 sp900553285	54.42	1599597
MGYG000000964	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola salanitronis	47.49	3100012
MGYG000000965	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	PeH17	PeH17 sp900542285	50.03	1808621
MGYG000000966	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp900553515	43.48	2907985
MGYG000000967	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	CAG-274	UMGS1441	UMGS1441 sp900543365	31.6	1698990
MGYG000000968	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella_A	Veillonella_A seminalis	41.86	2145066
MGYG000000969	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_I	Eubacterium_I sp900546495	42.66	2650866
MGYG000000970	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	UMGS1880	UMGS1880 sp900555875	54.2	1325935
MGYG000000971	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	UMGS1518	UMGS1518 sp900552575	57.39	3501016
MGYG000000972	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1491	UMGS1491 sp900552265	32.94	1119698
MGYG000000973	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	CAG-312	UMGS1490	UMGS1490 sp900552245	46.01	2116765
MGYG000000974	Bacteria	Firmicutes	Bacilli	RFN20	CAG-826	UBA4855	UBA4855 sp900540395	30.08	1617589
MGYG000000975	Bacteria	Firmicutes	Bacilli	RFN20	CAG-826	UBA4855	UBA4855 sp900545015	28.83	1556359
MGYG000000976	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-492	CAG-492 sp900557195	26.26	1832180
MGYG000000977	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp900539375	27	2927434
MGYG000000978	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis_D	40.05	1233255
MGYG000000979	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900541285	60.38	1969889
MGYG000000980	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CAG-1427	CAG-1427 sp000435475	45.15	1953909
MGYG000000981	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900542235	60.01	1960459
MGYG000000982	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-354	CAG-354 sp900552655	27.06	1595406
MGYG000000984	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900549215	59.81	1868237
MGYG000000985	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900540095	60.26	1906572
MGYG000000986	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens_F	60	2112494
MGYG000000987	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Merdimonas	Merdimonas sp900553355	47.46	2681460
MGYG000000988	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes rhamnosivorans	44.66	3481555
MGYG000000989	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Cellulosilyticaceae	Niameybacter	Niameybacter sp900549765	34.91	3436851
MGYG000000990	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp900539145	39	2534213
MGYG000000991	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS680	UMGS680 sp900544525	34.67	3278188
MGYG000000992	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737	UBA737 sp900547445	45.03	1558058
MGYG000000993	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	Haemophilus_D sp900756155	39.31	1983283
MGYG000000994	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp900541485	42.18	1548184
MGYG000000995	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900540985	60.18	2084286
MGYG000000996	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900547345	60.27	1986576
MGYG000000997	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp900548205	48.24	2319952
